RespondentID,count
68-0174610,1
7450800004,1
26-4734980,1
0000057667,2
0000057711,9
0000058107,11
0000058396,5
0000090183,11
0000000489,15
0000017968,4
0000003819,10
0000008445,4
0000012729,11
0000013791,10
0000016626,22
0000060780,8
0000060942,11
0000062562,11
0000066126,7
0000067017,11
0000068241,11
0000068359,11
1277600002,5
51-0544649,2
61-1140597,11
66-0258807,2
7081500008,5
7573700002,11
7969700007,4
27-2560497,7
0000012611,11
0000701409,7
0000058558,9
0000006212,11
0000008896,11
0000008283,11
0000701904,7
0000011225,11
0000002315,11
0000003657,11
0000018408,11
0000026760,7
0000705801,6
54-1969262,7
01-0940996,8
0000030431,11
0000026922,11
0000024807,5
0000013458,3
35-2486440,3
66-0677190,9
99-0003027,1
87-0691650,7
0000704091,4
0000705919,1
0000009174,6
0000017193,10
0000034941,9
0000035337,7
66-0436232,1
27-0301045,1
0000017355,4
0000024483,2
0000024645,2
20-4557612,1
0000011063,4
0000021521,3
0000030387,4
0000034284,3
0000034608,2
0000035175,2
74-3009968,1
7815400004,1
99-0033989,1
0000057550,7
54-1978948,2
0000005278,4
0000006051,4
0000012117,4
0000017969,4
0000007393,11
0000009788,30
0000022369,11
0000068242,11
0000068404,10
7062300004,3
7409900001,5
7517100003,2
7570000007,11
86-0905124,1
0000019589,11
0000830542,4
0000008941,10
0000000039,9
0000126553,11
0000018698,11
0000671053,6
0000024646,11
0000058892,9
0000020749,7
0000024808,9
0000057055,2
0000030270,11
33-0650958,6
20-4685477,6
0000705307,1
0000471749,3
0000009337,10
0000034942,9
0000010335,2
0000593753,2
20-0749218,5
99-0031595,1
99-0018068,1
0000022864,2
20-0144570,2
0000018085,2
0000025870,1
0000034447,3
0000034609,2
0542046140,1
20-5134013,1
0000006826,1
0000057056,9
0000057713,9
0000090185,4
54-1773964,11
0000000373,11
0000003541,11
0000006665,11
0000010174,11
0000011065,11
0000024034,11
0000063004,11
0000067190,11
0000067352,11
87-0697287,3
7827400005,6
06-1016329,2
26-1598586,8
0000008898,11
0000058604,9
0000034899,11
0000017690,3
0000700358,7
0000001426,11
0000013955,11
0000708152,7
0000704255,7
0000002812,6
23-2470039,7
99-0057039,1
0000002155,7
0000005774,8
0000700691,6
0000009176,5
0000034943,6
0000029930,5
0000034781,1
27-0287558,1
99-0024963,1
0000023143,1
22-3654383,1
23-3042457,3
0000027158,1
0660678064,1
86-0968207,1
99-0000969,1
0000018086,1
0000057057,7
0000057219,2
0000057552,11
0000001427,23
0000004433,4
0000002769,11
0000004271,7
0000006053,11
0000007557,17
0000010832,11
0000011723,11
0000013794,11
0000020138,7
0000022910,3
0000064798,8
0000068244,11
7545800001,7
7840400007,4
0003452105,11
0000015738,22
0000008899,11
0000010175,11
0000023144,11
0000034944,11
0000094858,11
0000033440,11
0000249612,4
0000016629,19
0000015576,11
0000001265,11
0000004884,5
47-2565675,2
27-0267182,7
26-2926983,5
0000058281,7
0000023919,6
0003370133,10
0000002318,8
0000012614,5
0000016511,10
0000017691,10
0000032711,6
0000057101,6
76-0316927,2
0000030434,5
86-0953952,2
0000023801,6
0000018582,2
20-3677145,1
0002751801,4
0002929075,1
0002939038,3
0000003993,1
0000058443,2
16-1414017,1
0000057058,5
0000090187,3
38-3543758,2
0000002201,3
0000002319,4
0000004434,3
0000008287,4
0000012002,4
0000000988,8
0000002157,11
0000011111,11
0000024649,22
0000060784,11
0000062728,11
0000063295,2
13-4043461,7
20-8083209,10
0000006667,11
0000010789,11
0000014730,7
0000021525,11
0000034332,11
0000028708,11
0000011067,4
90-0790926,2
0000066012,2
0000003543,5
0000013182,5
0000704752,3
0000713824,4
0000005820,10
0000010176,6
0000015621,6
0000018132,11
0000035223,10
99-0707774,1
0000022867,4
0000011724,1
0000012291,3
66-0344463,1
1757000009,1
0000057059,5
0000057554,10
0000057716,4
0000058445,10
0000090188,5
0000007397,11
0000007603,10
0000013345,11
0000060947,11
0000063458,5
0000064231,11
0000065078,11
0000065735,10
0000067517,10
0000068084,11
0899409997,2
1733600002,3
2172609997,11
41-1718186,11
0000010672,11
0000176101,11
0002590037,7
0002771694,2
0000027205,11
0000009179,11
0000018584,7
0000666657,11
0000034289,11
0000552059,4
0001004470,2
0000029771,11
0000703862,4
0000010834,1
0000012616,11
0000011112,10
0000324854,4
65-0782023,7
75-3197409,1
0000008783,9
0000014731,5
0000711548,10
0001009420,7
0000015578,6
0000020473,9
0000933957,5
20-0790865,6
20-1526290,6
0000000871,2
0003688052,4
0000026765,4
0000023641,1
20-1823155,1
25-1834994,3
0000576710,1
0001495331,1
0000001924,1
0000022868,2
0000032713,3
0000034946,2
0640713034,1
0000003995,1
1213900000,1
84-0620601,1
86-0807569,1
75-2519312,1
99-0018116,1
0000057717,2
0000058608,10
0000001925,4
0000005778,4
0000015128,4
0000000872,11
0000002041,11
0000007280,3
0000008333,11
0000012004,10
0000013959,11
0000061677,11
0000062568,11
0000064070,11
0000068085,11
0000068409,11
0949109997,6
20-3702275,11
72-1545376,11
52-1075143,7
0000012617,7
0000017694,11
0000004931,11
0000017856,11
0000014688,11
0000019638,5
0000700244,7
0000021978,11
23-2769131,3
81-2566626,1
65-0882429,4
20-5868249,3
20-0304793,9
75-2838184,7
47-4252448,2
32-0245730,1
0000708156,4
0000711882,5
0000718001,1
0000001150,10
0000034334,10
1283200001,4
0000008289,3
52-2350821,1
0000024489,1
0000024533,2
20-4679622,1
33-0668396,2
0000034172,3
0593151342,1
20-0719207,1
38-3298672,1
7009000009,1
0000034785,2
0000443402,1
0000057105,2
0000058447,8
38-3673784,2
0000003997,4
0000001151,7
0000008947,9
0000010223,11
0000012456,21
0000014120,11
0000015624,5
0000024534,11
0000060787,11
0000063342,11
0000067195,11
0000068248,11
1057300006,2
1844100006,2
75-1794257,11
0000013347,11
0002339795,11
0000716833,11
0000027496,11
0000704755,10
0000008785,11
0000023030,11
0000016191,11
0000398350,4
0000022257,11
0000024372,11
0000614313,11
0000371232,11
0000006101,11
0000001926,4
46-2835513,3
0000015011,11
0000068581,8
38-2434249,8
0000097093,7
0000058780,8
83-0171636,7
35-2531176,1
11-3654971,5
0003546899,9
0000010179,10
0000014689,5
0000017244,10
0000032102,8
0000034786,10
0000034948,9
0000067852,1
20-5284590,6
26-3574004,5
0000190639,1
0000569422,3
0000424035,2
0001007145,4
0000000873,4
0000005328,4
0000009676,1
0000018630,3
0000034335,4
0000000260,1
0660427030,1
1405500009,1
7836900001,1
0000066015,1
99-0019180,1
26-0362826,2
27-0921062,1
99-0009541,1
0000057557,8
0000057719,6
0000090235,11
0000002818,4
0000005329,4
0000008173,4
0000002494,5
0000005662,8
0000014734,7
0000019522,9
0000060337,11
0000061723,3
1519700008,11
1705700001,10
1910500003,11
1983700001,2
4728209997,3
7815800008,4
0000008830,11
0000024373,11
0000030439,7
0000009064,10
0000013843,11
0000006058,11
0000009721,1
0000023806,11
84-1607068,1
0000015463,11
26-4261029,7
0000010837,3
0000016516,9
0000058286,2
0000058899,2
23-2597945,5
31-0890616,1
0000003385,3
20-8238418,1
20-8609407,3
42-1678420,4
99-0058313,1
99-0057378,1
0000057107,2
0000057440,4
0000057558,1
0000058331,6
0000000262,9
0000005168,11
0000012458,11
0000013682,11
0000020972,11
0000022141,18
0000022592,11
0000060671,3
0000066350,11
0000068583,10
2063100004,2
34-2027742,11
52-2139946,3
59-1818720,5
61-1355156,11
7079500000,6
7480600007,3
27-4370581,1
0000428547,11
0000006103,11
0000032393,8
0000014078,11
0000011729,11
0000011116,11
0000009678,10
0000016968,11
0000008831,19
0000017741,11
0000314444,7
0000759045,11
0000703866,7
0000004934,11
0000700904,7
26-0707492,7
99-0028092,1
0000067403,1
37-1491156,1
0000007940,5
0000008787,7
0000718004,3
0001841321,3
0002717012,10
0003129902,8
0003208049,7
0000033897,6
0000034788,10
0000035066,8
0000058782,5
25-1610194,3
35-2061170,3
20-5124553,5
26-3401287,4
0000024374,3
31-0412725,2
0000260868,1
0000985620,1
0001844283,2
0000016355,1
0000022754,3
0000026651,2
0000027209,3
0000035561,3
82-0395110,1
0000003430,3
0000057441,4
0000057892,11
0000008337,2
0000018020,3
0000000425,3
0000001316,6
0000002540,11
0000002658,11
0000007608,11
0000013232,16
0000016400,22
0000061068,11
0000063958,11
0000066351,10
0000067693,5
1583000000,3
1717700002,4
7049700008,11
0000035067,11
0000035111,11
0000015465,11
0000004160,10
0000003387,11
0000027381,11
0000001154,11
0000000876,11
0000068584,9
0000065578,2
0000032718,11
0000035229,4
0000010677,11
0000704307,7
20-3388468,6
77-0158990,7
59-3378746,3
62-1501904,1
0000058783,8
0000701472,6
0000006104,10
0000017580,8
0000034220,8
52-0278530,1
0000000263,4
0000023484,3
0000027048,2
26-1549867,2
99-0026635,1
0000057280,3
0000057442,3
0000057893,2
0000058171,9
0000058289,11
0000090238,2
38-3548886,9
66-0365296,8
0000000921,4
0000002703,4
0000012504,4
0000000264,10
0000009229,11
0000016401,17
0000019976,11
0000020974,5
0000060060,11
1196500008,10
1382500001,4
1463600006,3
1606800005,2
2075100005,4
26-1104492,5
7142200002,4
87-0503064,3
0000501105,11
0000041629,11
0000877154,3
0000011569,11
0000025267,11
0000026653,9
0000010678,11
0000012298,8
0000703912,1
0000368951,9
0000012955,11
0000001768,11
0000151555,11
0000008671,11
0000582953,3
0000007609,4
0001479470,11
0000000877,11
0000066965,10
0000019525,11
0000024871,1
0000708043,7
0000164975,5
0000017743,11
13-6131491,5
0461607493,1
32-0029618,2
0364226027,1
0000004774,5
0000007898,10
0000013684,8
0000014124,6
0000016357,10
0000024420,7
0000024538,7
0000718006,5
75-2804320,2
99-0704044,1
0000233527,9
0000894245,9
0000001650,8
0000015466,10
0000020028,7
0000058333,1
99-0019797,1
20-2070075,5
47-0896939,6
0000067199,2
0000008176,2
0000023034,4
0000024376,1
20-0669415,2
20-4157347,1
56-2350231,4
0002040970,2
0003380888,4
99-0008159,1
0000016195,2
1033500006,1
20-1108362,1
2276200003,1
65-0396839,1
7529500008,1
0003359062,1
0003197675,1
0000057399,3
0000002209,11
0000007448,11
0000010066,11
0000011452,11
0000015467,11
0000016402,20
0000018022,11
0000024421,11
0000062005,11
0000066353,11
20-3878295,11
0330735318,3
1308500004,4
66-0408181,5
66-0592150,4
7079100007,11
72-1521765,2
0000012181,11
0000013847,10
0000008221,11
0000034222,11
0000705489,7
0000011001,11
0000017906,11
0000007899,11
0000012299,11
0000009068,3
0000704804,7
0000068586,3
0000012956,11
52-2354562,5
99-0016179,1
0000016240,11
0000006106,8
0000015511,7
0000015629,8
0000025268,7
0000058785,4
41-1704421,5
0000035113,2
0000000760,2
0000068630,1
0000024377,3
0000011290,1
0000021866,3
0203848781,1
22-3702334,1
0000019977,3
0000057282,4
0000057444,9
0000058173,9
0000000266,15
0000012957,11
0000022307,11
0000060062,11
0000060675,6
0000063799,11
0000067696,11
0000067902,11
20-4636482,2
22-3397885,4
7511100005,3
7665200006,3
7668700008,4
0000012506,11
0000000310,11
0000702528,7
0000010111,11
0000969424,11
0000000879,4
0000024378,11
0000266271,7
0000005216,11
0000192147,11
0000068631,4
0000068587,9
0000700133,7
0000000428,11
11-3217224,3
41-1925607,9
26-1334020,2
0000003434,7
0000008673,8
0000020976,10
0000024260,7
0000430278,3
0003120897,10
0000001652,5
0000002994,5
0000027708,8
0000034836,8
04-3588591,6
26-1917078,5
0000659257,1
0000028888,3
03-0497839,2
20-0167072,1
20-0883590,1
20-2010325,2
0000239659,2
0001844331,2
0002868802,4
0000035114,2
03-0578145,1
7306100001,1
86-1065678,3
0000353751,1
0000315339,1
0000057607,11
0000058336,2
20-1542705,2
0000000311,7
0000001158,4
0000014460,2
0000018024,4
0521991437,4
0000001040,11
0000001815,11
0000002995,9
0000004164,11
0000007783,11
0000016198,5
0000062340,11
0000064122,9
0000065013,11
0000065464,11
0000068137,11
0000068588,10
1801100004,7
1856900004,4
20-5977831,4
33-0442970,3
33-0577115,5
37-1542226,10
66-0224510,10
7634000003,4
7689800003,2
0000018637,10
0000017089,11
0000031100,7
0000011003,11
0000014578,9
0000022597,11
0000034837,11
0000013731,8
0000068632,4
0000022308,11
0000000267,11
0000067741,2
81-3313999,1
80-0743699,3
46-1389922,2
46-1046733,1
0000023983,7
0000701638,3
0000005668,5
0000019861,10
0000020364,8
0000027385,10
0000035566,8
52-0278534,1
0000015513,3
0000001202,1
20-3144066,1
7830300008,1
94-3338516,1
00-1440906,1
26-1547638,2
0000057941,9
0000058175,11
38-3566754,11
38-3606137,2
0000005551,4
0000015352,2
0000000150,11
0000011293,8
0000017747,6
0000021751,11
0000060064,10
0000060721,11
0000062008,7
0000066851,11
0000067247,3
0000068471,11
1478900009,3
5548809999,6
75-2921540,11
7505700008,8
0000476810,7
0000048374,11
0000012959,11
0000058670,3
0000936855,7
0000012346,11
0000433943,11
0000590976,6
0000326979,6
0000016405,11
0000777366,11
0000016243,2
0000023038,11
0000068138,3
0000001654,11
0000024875,1
20-0142846,8
11-3468642,4
20-1631806,1
0000068589,8
0000701639,4
0000704032,2
0000704807,2
0000005713,8
0000009728,10
0000015019,8
0000016900,10
0000029663,10
0000034720,6
33-0914481,4
66-0371086,4
0000006109,1
0002950677,1
0000013688,4
0000014579,4
0000014623,2
0000016199,4
20-8031991,1
0000698229,2
0002281148,2
0002723750,1
0000001492,2
0000007946,1
75-3193737,1
0000058337,1
0000058788,2
03-0448619,1
99-0058815,1
0000057609,2
0000057898,11
0000057942,9
0000058176,10
65-0139244,7
0000007785,2
0000008063,15
0000016406,4
0000000151,15
0000000926,11
0000001204,10
0000001493,22
0000002384,11
0000008676,11
0000011005,9
0000061000,3
0000062504,11
0000063189,11
0000064575,3
0000066357,11
0000067248,11
0000067743,2
0000068021,11
1099500003,6
83-0434543,1
0000035117,11
0000017748,11
0000035568,11
0000024425,11
0000004166,11
0000024920,11
0000001655,11
0000705537,7
0000015966,11
0000058220,4
0000020861,5
0000014462,7
0000096750,7
01-0737466,7
52-1845409,5
04-3568208,9
99-0023193,1
99-0034993,1
0000005552,8
0000024263,6
0000706923,2
0000715220,1
0000000313,8
0000058789,4
20-8143411,1
0000057447,6
0000006443,4
20-0305738,1
0000022643,3
0000025154,1
38-1840099,1
84-1394432,1
99-0058041,1
0000057448,3
0000057943,1
0000058221,7
20-0502983,3
0000004167,4
0000007173,3
0000018027,4
0000002709,11
0000013121,18
0000017587,11
36-3920095,10
65-1113581,2
7703900004,4
0000361279,11
0000012230,10
0000546544,11
0000011952,17
0000056557,11
0000724744,6
0000024264,11
0000001700,11
0000564977,4
0000016858,11
0000017749,11
0000700470,7
0001189117,7
0000024877,1
0000275509,11
27-0746986,7
22-2894356,7
58-2442998,8
0000057899,8
0000058672,8
0267100004,2
0000014012,10
0000016407,8
0000018478,5
0000020862,10
0000703756,4
0000704485,3
0000553177,1
0003368635,10
0000011457,5
0000016902,9
0000021258,9
0000023373,10
0000026703,10
0000035118,10
0000035451,10
95-4711453,1
20-0146907,2
0000068635,1
0000022644,3
0001074736,4
0001843606,2
0001844948,2
0002751986,4
0003643341,2
7560500003,1
99-0015337,1
99-0057151,1
0000509400,1
0000058060,10
71-0515982,8
0000002386,4
0000006896,4
0000016697,4
0000018028,4
0000003439,11
0000005554,10
0000008227,10
0000011953,21
0000013573,11
0000016408,11
0000020250,16
0000024760,10
0000066359,11
0000066854,11
0000067132,11
0000067583,9
0000068474,11
1252000009,11
1850500002,4
20-1168327,7
20-3450673,11
20-4347190,2
4263509992,10
0000057944,5
0000017470,11
0000008560,11
0000025651,11
0000005716,11
0000001701,11
0000018361,11
0000020412,11
0000024922,10
0000017588,11
0000013078,11
0000002881,6
0000031555,1
27-1209306,3
95-4623407,8
0000061453,2
0000015850,5
0000024878,6
0000713558,4
0000015355,10
0000019252,5
0000026704,10
0000032284,7
20-3371374,6
99-0018957,1
66-0598781,1
20-2624554,1
20-5896141,1
0000022807,2
99-0035273,1
99-0027254,1
0000057783,7
0000057945,10
0000058179,8
0000003773,4
0000007788,4
0000016742,2
0000001207,11
0000001658,11
0000008110,16
0000009119,11
0000021593,11
0000060068,2
0000061003,9
0000065513,11
0000066404,7
0000068475,11
0000096753,11
02-0553042,3
23-2425397,3
2360000005,2
4725909994,11
0000000929,10
0000808176,11
0000395238,7
0000034229,11
0000030052,11
0000004664,11
0000011459,11
0000015851,11
0000020369,11
0000542649,11
0000601733,11
0000311050,11
0000169653,11
0003221468,6
0000708384,7
0000029829,4
0000015969,10
0000715223,7
0000067746,4
0000703758,7
48-1148159,9
33-1131083,2
0000017020,7
0000022808,5
0000023870,10
99-0017454,1
0000010450,7
0000017633,7
0000028938,9
0000706151,8
82-0564743,4
84-1106939,4
0002041418,2
0003223583,1
0003454613,3
0000035291,2
1787400007,1
1939500007,1
0000057289,6
0000005718,10
0000008111,11
0000011793,11
0000019867,7
0000021305,11
0000024311,11
0000060113,10
0000061004,11
0000061293,9
0000061455,11
0000063237,5
0000067747,10
0000068476,11
1837300009,4
1961000006,11
0000035292,11
0000016248,11
0000022034,11
0000058675,8
0000716115,7
0000010118,11
0000708547,7
0000005394,11
0000015519,11
0000023376,10
0000019416,8
0000015401,5
0000014510,11
0000025158,11
0000008067,11
0000068638,4
0000032286,6
56-1579850,4
04-3694338,3
63-1052225,8
45-2969502,1
68-0539887,8
0000023871,7
0000024267,6
0000704983,4
0000001208,5
0000001497,9
99-0019237,1
23-2833737,2
99-0034708,1
0000001992,3
0000011504,2
0000017139,1
0000025653,1
0000033339,1
0000021099,1
11-2943848,1
7767800008,1
99-0035275,1
99-0090283,1
0000057785,11
0000001993,9
0000005106,4
0000017022,4
0000001047,15
0000001380,18
0000005890,11
0000008725,11
0000009003,11
0000009292,11
0000015358,11
0000024312,11
0000062347,11
0000062509,11
0000067748,11
0000068521,2
0000096755,9
25-1629231,11
7082200001,8
7469500007,4
0000032287,11
0000094522,3
0000613156,8
0000020415,11
0000014629,11
0000011343,11
0000011299,8
0000016249,11
0000708386,7
0000034726,11
0000024150,19
0000058063,3
0000763556,11
0000223005,4
0000029056,7
0000024268,11
0000068639,3
0000012072,11
0000028778,7
65-1038507,4
26-0905232,1
0000517423,5
0000574051,6
0000657365,9
0000777254,7
0000000156,7
02-0411771,6
0001004368,5
20-4436455,5
76-0520586,10
58-1832516,2
99-0015836,1
0000005601,2
0000189419,1
0002693723,3
0003315853,2
0000009454,2
0000012847,4
0000057172,1
20-0973589,1
1813900002,1
20-1108092,1
99-0022469,1
20-8341713,2
0000058720,1
0000058226,2
0000008069,4
0000014468,4
0000000319,11
0000000490,11
0000002885,7
0000005602,21
0000007835,11
0000008113,10
0000009293,11
0000017636,1
0000024313,11
0000060728,11
0000061457,3
0000061619,11
0000061790,11
0000062799,11
36-4569955,11
1177500008,9
1363500001,4
5219909990,3
66-0271958,11
0000015359,16
0000013126,11
0000035005,11
0000001705,11
0000035456,6
0000005396,11
0000014017,11
0000717954,7
93-1301081,8
39-1813773,1
0000010002,7
0000014512,6
0000715721,1
99-0686271,1
0000008564,10
0000026708,9
20-0959829,3
0000020416,1
54-2055645,2
0000019418,4
0000022036,3
0000028166,1
0000028823,4
0000038129,3
99-0016115,1
0000013739,1
20-2502931,1
2294709990,1
99-2738857,1
0000057336,11
0000057787,10
0000057949,10
0000058065,1
0000058560,10
91-0957851,4
0000004055,4
0000017970,4
0000000491,11
0000001049,10
0000005892,22
0000006288,11
0000009005,4
0000009500,11
0000022488,10
0000024314,5
0000063122,11
0000067470,11
0000068479,11
93-0730212,2
73-0456505,2
7327200005,11
7658800002,11
7971200002,3
0000623454,3
0000035295,5
0000014351,11
0000030056,6
0000982348,4
0000018528,11
0000012236,11
0000029058,11
0000028211,11
0000011507,9
0000013622,11
0000749635,11
0002239288,11
0000034566,9
0000717955,7
0000015242,7
0000034728,11
0000058722,9
0000063573,7
0000707703,7
0000066408,4
0000020093,11
47-3490361,2
77-0605392,9
41-1914032,11
20-4273610,8
91-1465333,6
36-4078960,8
46-4124053,1
47-1922435,1
0000058678,7
39-1774949,2
00-3324993,1
0000005559,6
0000712716,1
0000105071,8
0000003326,8
0000015855,5
0000016584,5
0000016908,10
0000022370,10
0000035006,7
0002777650,2
56-1300879,1
0001844836,2
0002041098,2
0002356710,1
0002750532,4
0000027933,1
0000015080,1
61-1189425,2
99-0010888,1
99-0031263,1
0000057175,5
0000057832,3
0000058228,11
0000058679,7
62-1662612,8
0000000041,15
0000002887,3
0000017971,4
0000000159,11
0000006333,8
0000007224,9
0000007675,2
0000024766,2
0000060117,3
0000061008,5
0000061503,11
0000061792,11
0000066698,3
0000066742,11
0000068362,11
47-0847332,11
20-0217752,6
2254300001,2
31-1629107,2
52-2240353,11
59-3604739,2
61-1447492,2
7126700006,8
7620600028,3
0000013579,11
0000030219,11
0000708433,7
0000017476,11
0000015405,5
0000701412,7
0000001383,12
0000009295,11
0000010004,11
0000034116,11
0000014352,11
0000028663,7
0000012570,5
13-3670961,9
63-0901920,1
99-0020239,1
0000005604,4
0000068524,8
33-1005790,5
0000005893,10
0000017520,8
0000019753,8
0000034611,9
0000035296,5
0000058561,6
33-0973601,3
0000024315,3
20-1477942,2
0000009619,3
0000018411,2
0000026548,1
0330661303,1
0000057789,8
52-2056368,5
0000001997,12
0000002275,4
0000006947,4
0000008567,4
0000014191,4
0000017972,4
0000000042,11
0000004714,10
0000006785,10
0000007063,11
0000007676,10
0000008116,11
0000009007,11
0000009296,11
0000023425,6
0000060613,10
0000066699,11
0000067021,11
04-3560476,5
33-0154575,2
3836209999,10
57-1100416,11
58-2419109,9
7364600002,4
7811300008,11
0003783948,1
0000736550,8
0000185859,11
0000016748,21
0000004219,11
0000101671,11
0000544652,7
0000058562,9
0000009791,11
0000058724,6
0000011347,6
0000276579,7
0000466857,4
0000362717,11
0000508355,10
0000011798,11
0000041245,6
26-1589507,3
54-1840241,8
72-1505298,8
0000066130,1
27-2849078,4
7884500006,1
0000364337,3
0000813572,10
0002265335,6
0000018412,7
0000024811,10
0000032173,8
31-1534662,2
0001836701,4
0000013011,2
99-0017793,1
0000007225,4
0000023920,4
20-1961099,3
20-5424817,3
0002727990,4
0003267185,1
0003440803,1
0000026549,1
86-1097909,1
0000058068,5
38-3589255,5
0000002889,3
0000016631,12
0000000205,11
0000001880,10
0000007064,11
0000010790,6
0000019304,11
0000020258,11
0000062072,11
0000062847,11
36-2677063,4
0000717958,7
0000013625,8
0000058725,9
0000031445,11
0000017478,11
0000019755,11
0000010619,11
0000030103,4
0000024812,8
43-1779519,4
20-8006279,4
81-4978092,1
0000023264,10
99-0005760,1
0000021031,10
0000025703,10
0000034613,9
0000035009,5
33-0890858,6
20-0617912,5
52-0572791,1
99-0013941,1
99-2347044,1
0000023877,2
0000024650,2
20-4310279,2
7271100003,1
99-0021960,1
99-0355821,1
99-0014832,1
0000057060,3
0000057835,3
0000058113,9
0000000495,4
0000008569,13
0000016137,4
20-8146310,2
0000001999,11
0000003212,11
0000007065,4
0000007722,10
0000008000,10
0000018090,12
0000060002,8
0000062848,11
1338900002,4
2483809994,4
66-0231533,11
7590700002,3
0000680130,11
0000744238,11
0000019800,11
0000019143,11
0000175609,11
0000852544,11
0003525577,4
0000016470,11
0000058564,5
0002736451,11
0000015697,11
0000024156,11
0000463735,7
0000010007,9
0000023922,10
0000026271,11
0000058069,7
0000082170,1
31-0252460,1
0000705763,1
0000009955,9
0000529958,10
0000017523,2
0000022536,10
0000034119,9
0000035299,5
0000004103,6
0000014850,3
99-0032158,1
0000017479,4
20-1018313,1
20-2453986,2
0000287650,3
0000440352,1
0001644643,2
0001868177,2
0002023777,4
0002751922,4
0002849212,4
0000024200,3
0000034452,4
0000000819,1
1179000006,1
20-1942434,1
7832000008,1
99-0024634,1
0000450810,1
0000057223,2
0000058114,10
75-1744262,11
0000005608,3
0000007228,7
0000016138,1
0000006670,10
0000006832,11
0000007723,11
0000008290,11
0000024490,11
0000061840,9
0000062236,11
0000066584,11
0000067637,11
0000068366,11
0000068410,11
3833709994,10
6802909997,3
74-3050221,11
86-0535483,3
0000017524,9
0000058727,9
0000015698,11
0000011232,11
0000705313,7
0000009794,11
0000014851,11
0000009343,11
0000015247,11
0000009299,11
0000015085,11
0000012079,11
0000015580,11
0000022537,11
0000014969,5
0000716456,7
0000017362,6
0000024814,6
0000067970,9
0000001882,8
27-3064521,4
16-1566654,7
0000023310,6
0000015409,6
0000024319,6
0000024652,7
0000014194,5
0000090190,5
99-0718136,1
0000009956,1
0000023266,1
0000019919,4
0000027163,1
0000028667,1
0000030600,3
0000035344,1
20-4668716,1
0000090191,11
0000003052,4
0000016021,4
0391856165,4
0000015248,5
0000019307,11
0000024202,16
0000061184,11
0000061797,11
0000064019,8
0000065856,11
0000066585,11
01-0662561,2
02-0594137,11
1053400001,7
20-2389773,7
66-0254756,9
7807800002,3
91-2093043,3
0002736291,11
0000707547,7
0000014690,11
0002847432,2
0000000046,4
0000015699,1
0000899428,11
0002044811,11
0000000497,11
0000010180,11
0000035345,11
0003918898,7
0000006176,11
0002577739,11
0000947776,11
0000773247,11
0000024491,11
0000379920,6
0000031286,11
0000058728,9
86-0599790,4
45-5349650,5
35-1616238,9
0000017525,10
0000020099,8
0000744573,4
99-0028038,1
0000021980,2
20-3243854,2
0001845002,2
0002751762,4
0000019758,3
0000022420,4
0000034292,4
0000034454,4
13-2868346,1
1483500001,1
0003167892,1
0000058610,2
0002619732,1
0003844700,2
0000057720,6
54-2024584,11
0000004395,15
0000005286,14
0000008003,4
0000001884,19
0000006339,10
0000009183,1
0000010181,11
0000014196,10
0000018868,10
0000024654,4
0000060500,11
0000061185,11
0000064515,11
0000065082,11
0000066586,3
0000067521,11
0000067972,11
0000068368,8
13-4280400,2
7099000002,11
7438500006,4
7868600006,2
0000014240,15
0000015249,11
0000000047,22
0000010956,11
0000016473,11
0000032178,2
0000021530,11
0000010505,11
0000705153,4
94-3159818,8
0000062076,3
26-0848316,1
0000062733,8
46-3942332,1
0000006221,9
0000024159,6
0000714225,2
0000062571,2
0000000209,4
0000014402,2
0000015131,1
0000016022,4
0000016635,4
26-1798177,1
0000065857,1
04-2876549,11
0000017978,4
0000000048,8
0000003711,21
0000006178,11
0000009508,11
0000014692,21
0000060457,11
0000060501,11
0000060790,11
0000060952,6
0000061186,11
0000068251,11
0000068369,11
0000068413,11
1261700007,4
3027509990,11
33-0975228,2
7354100002,4
0002895152,11
0000257756,2
0000014359,11
0000702148,7
0000633640,11
0000013017,4
0000495419,2
0000539032,11
0000497039,11
0000700528,7
0000023926,11
0000018418,3
0000233031,11
0000034618,11
0000663656,9
54-1872422,4
0000016636,11
0000004107,11
0000029281,5
0000012739,10
22-3603829,6
20-4224234,6
73-1506065,7
27-2389039,7
0000008004,10
0000705316,4
0000035842,9
0000866859,8
0000010344,10
0000010957,10
0000021649,6
0000024655,10
0000027328,7
0000032836,8
0000034951,10
0000057677,1
0002582023,2
27-4397485,2
99-0034321,1
0000023764,6
0000004602,2
20-0830091,2
26-0591420,2
0000652351,4
0001945247,1
0000014197,2
0000035185,1
52-1982006,2
7531000000,1
54-2161565,2
0000024493,2
0000328423,1
0000057722,8
0000058000,11
0000000544,4
0000003217,4
0000005332,4
0000013469,2
0000013964,4
0000017528,3
0000006179,7
0000010958,19
0000014693,6
0000061682,1
0000061844,9
0000062573,11
0000068414,6
0704610010,7
1732800008,3
54-0259290,7
0000022874,2
0000023152,7
0000008500,11
0000002777,4
0000005288,11
0000027211,2
0000015089,11
0000002326,11
0000017410,6
0000018301,11
0000001435,4
0000035186,11
0000011236,11
0000017979,11
0000061231,2
0000700529,7
0000027824,7
20-5913596,4
35-2352369,8
0000021037,5
0000023927,9
0000010345,7
0000013351,7
0000015584,10
0000035230,10
0000035348,7
0000057678,3
95-4408086,1
