Activity Year,Respondent Identification Number,Agency Code,Parent Identification Number,Parent Name,Parent City,Parent State,Region,Assets,Other Lender Code,Respondent Name,Respondent Address,Respondent City,Respondent State,Respondent Zip Code,Tax ID
2009,0000010450,3,          ,                              ,                         ,  ,09,0000703483,0,VALLEY BANK                   ,2020 E. KIMBERLY ROAD                   ,DAVENPORT                ,IA,52807     ,42-1406169
2009,0000010464,3,          ,                              ,                         ,  ,09,0000072018,0,FEDERATED BANK                ,107 N. CHESTNUT P.O BOX B               ,ONARGA                   ,IL,60955     ,37-0447880
2009,0000010467,3,          ,                              ,                         ,  ,09,0000081568,0,THE GIFFORD STATE BANK        ,304 S MAIN  P O BOX 400                 ,GIFFORD                  ,IL,61847-0400,37-0429100
2009,0000010484,3,          ,                              ,                         ,  ,09,0000068556,0,FARMERS STATE BANK            ,100 N MAIN ST                           ,NEW ROSS                 ,IN,47968-0188,35-0303790
2009,0000010492,3,          ,                              ,                         ,  ,11,0000122471,0,FARMERS & MERCHANTS SAVINGS BA,PO BOX 609                              ,LONE TREE                ,IA,52755-0609,42-0245470
2009,0000010494,3,          ,MT. VERNON BANCORP            ,MOUNT VERNON             ,IA,11,0000079285,0,MOUNT VERNON BANK & TRUST CO  ,206 1ST ST WEST                         ,MOUNT VERNON             ,IA,52314     ,42-0426690
2009,0000010505,3,          ,                              ,                         ,  ,11,0000118107,0,KANSAS STATE BANK             ,236 N MAIN                              ,OTTAWA                   ,KS,66067     ,48-0290610
2009,0000010534,3,          ,                              ,                         ,  ,13,0000173214,0,CITY SAVINGS BANK & TRUST CO  ,301 NORTH PINE STREET                   ,DERIDDER                 ,LA,70634     ,72-0154050
2009,0000010581,3,          ,                              ,                         ,  ,11,0000281970,0,BEACON BANK                   ,19765 HIGHWAY SEVEN                     ,SHOREWOOD                ,MN,55331     ,41-0257510
2009,0000010588,3,          ,                              ,                         ,  ,13,0000101628,0,FIRST STATE BANK              ,P O BOX 580                             ,HOLLY SPRINGS            ,MS,38635     ,64-0156720
2009,0000010595,3,          ,                              ,                         ,  ,11,0000110890,0,COMMUNITY FIRST BANK          ,915 W FT SCOTT ST                       ,BUTLER                   ,MO,64730     ,44-0200080
2009,0000010606,3,          ,                              ,                         ,  ,11,0000148660,0,BANK OF URBANA                ,P.O. BOX 248                            ,URBANA                   ,MO,65767     ,44-0162450
2009,0000010608,3,          ,                              ,                         ,  ,11,0000185983,0,UNICO BANK                    ,400 N STATE ST                          ,DESLOGE                  ,MO,63601     ,43-0338550
2009,0000010619,3,          ,                              ,                         ,  ,11,0001270265,0,HAWTHORN BANK                 ,132 E. HIGH ST.                         ,JEFFERSON CITY           ,MO,65101     ,44-0241200
2009,0000010620,3,          ,                              ,                         ,  ,11,0000076503,0,SECURITY BANK & TRUST COMPANY ,1514 MAIN STREET                        ,SCOTT CITY               ,MO,63780     ,43-0769645
2009,0000010623,3,          ,                              ,                         ,  ,11,0000073806,0,STATE BANK OF MISSOURI        ,101 NW 2ND ST  PO BOX 819               ,CONCORDIA                ,MO,64020     ,44-0149040
2009,0000010634,3,          ,                              ,                         ,  ,11,0002301637,0,PINNACLE BANK                 ,PO BOX 598                              ,GRETNA                   ,NE,68028     ,47-0098450
2009,0000010643,3,          ,                              ,                         ,  ,11,0000058288,0,SECURITY STATE BANK           ,624 MAIN STREET                         ,ANSLEY                   ,NE,68814     ,47-0294050
2009,0000010650,3,          ,                              ,                         ,  ,11,0000083980,0,HOME STATE BANK               ,218 MAIN ST  PO BOX 429                 ,LOUISVILLE               ,NE,68037     ,47-0193370
2009,0000010653,3,          ,                              ,                         ,  ,11,0000043173,0,MURRAY STATE BANK             ,P.O. BOX 76                             ,MURRAY                   ,NE,68409     ,47-0246370
2009,0000010672,3,          ,                              ,                         ,  ,13,0000097453,0,THE EXCHANGE BANK             ,300 WEST ROGERS BLVD.                   ,SKIATOOK                 ,OK,74070     ,73-0233290
2009,0000010677,3,          ,                              ,                         ,  ,02,0000300798,0,JONESTOWN BANK & TRUST CO     ,2 W MARKET ST                           ,JONESTOWN                ,PA,17038     ,23-0739565
2009,0000010678,3,          ,                              ,                         ,  ,02,0000221900,0,THE MUNCY BANK AND TRUST CO   ,2 NORTH MAIN ST  PO BOX 179             ,MUNCY                    ,PA,17756     ,24-0670470
2009,0000010685,3,          ,                              ,                         ,  ,02,0000275062,0,MIFFLINBURG BANK & TRUST CO.  ,250 E. CHESTNUT STREET  PO BOX 186      ,MIFFLINBURG              ,PA,17844     ,24-0661750
2009,0000010688,3,          ,                              ,                         ,  ,02,0000175222,0,THE SCOTTDALE BANK & TRUST CO.,150 PITTSBURGH ST                       ,SCOTTDALE                ,PA,15683     ,25-0784150
2009,0000010693,3,          ,                              ,                         ,  ,13,0000211525,0,FIRST BANK OF TENNESSEE       ,PO BOX 99                               ,SPRING CITY              ,TN,37381     ,62-0123640
2009,0000010730,3,          ,                              ,                         ,  ,05,0000079698,0,THE PEOPLES BANK              ,419 ERIN DRIVE                          ,KNOXVILLE                ,VA,37922     ,54-0336270
2009,0000010734,3,          ,                              ,                         ,  ,09,0000103161,0,PIONEER BANK                  ,P.O. BOX 220                            ,AUBURNDALE               ,WI,54412     ,39-0139100
2009,0000010741,3,          ,                              ,                         ,  ,09,0000060293,0,INDEPENDENCE STATE BANK       ,E401 MENOMONIE ST.                      ,ELK MOUND                ,WI,54739     ,39-0634260
2009,0000010802,3,          ,                              ,                         ,  ,09,0000048046,0,FARMERS STATE BANK OF DANFORTH,200 N FRONT STREET                      ,DANFORTH                 ,IL,60930     ,37-0269920
2009,0000010825,3,          ,                              ,                         ,  ,09,0000145194,0,STATE BANK OF SPEER           ,14 MAIN STREET                          ,SPEER                    ,IL,61479     ,36-1818480
2009,0000010829,3,          ,                              ,                         ,  ,09,0000166680,0,PETEFISH  SKILES & CO BANK    ,106 E WASHINGTON P O BOX 140            ,GREENVIEW                ,IL,62642     ,37-0461490
2009,0000010843,3,          ,                              ,                         ,  ,09,0000047080,0,CITIZENS BANK OF CHATSWORTH   ,1710 E. COLLEGE AVENUE                  ,NORMAL                   ,IL,61761     ,37-0217150
2009,0000010855,3,          ,                              ,                         ,  ,09,0000077832,0,STATE BANK OF BEMENT          ,180 E BODMAN ST                         ,BEMENT                   ,IL,61813-0140,37-0532600
2009,0000010856,3,          ,                              ,                         ,  ,09,0000047768,0,BRIMFIELD BANK                ,123 E. KNOXVILLE                        ,BRIMFIELD                ,IL,61517     ,37-0266790
2009,0000010857,3,          ,                              ,                         ,  ,09,0000045956,0,BUFFALO PRAIRIE STATE BANK    ,20228 183RD AVE W                       ,BUFFALO PRAIRIE          ,IL,61237-0027,36-0852130
2009,0000010879,3,          ,                              ,                         ,  ,09,0000127087,0,FIRST FARMERS STATE BANK      ,101 S. MAIN ST                          ,MINIER                   ,IL,61759-0800,37-0270090
2009,0000010886,3,          ,                              ,                         ,  ,09,0000161522,0,LEGENCE BANK                  ,P.O. BOX 569                            ,ELDORADO                 ,IL,62930     ,37-0275020
2009,0000010887,3,          ,                              ,                         ,  ,09,0000385681,0,FIRST COUNTY BANK             ,14-22 E HANOVER                         ,NEW BADEN                ,IL,62265     ,37-0269540
2009,0000010888,3,          ,                              ,                         ,  ,09,0000152291,0,PEOTONE BANK AND TRUST COMPANY,200 W CORNING AVENUE                    ,PEOTONE                  ,IL,60468     ,36-1614650
2009,0000010906,3,          ,                              ,                         ,  ,11,0000057687,0,BALDWIN STATE BANK            ,721 HIGH - P O BOX 46                   ,BALDWIN CITY             ,KS,66006     ,48-0129620
2009,0000010916,3,          ,                              ,                         ,  ,11,0000134963,0,STANLEY BANK                  ,PO BOX 23008                            ,STANLEY                  ,KS,66283-0008,48-0436080
2009,0000010936,3,          ,                              ,                         ,  ,09,0000269525,0,SIGNATURE BANK                ,1 E HURON AVE                           ,BAD AXE                  ,MI,48413-1371,38-1066550
2009,0000010956,3,          ,                              ,                         ,  ,11,0000161877,0,NORTHVIEW BANK                ,2203 FINLAND AVE  PO BOX 257            ,FINLAYSON                ,MN,55735     ,41-0257370
2009,0000010957,3,          ,                              ,                         ,  ,11,0000059693,0,CITIZENS STATE BANK OF HAYFIEL,216 1ST AVE NE  PO BOX 5                ,HAYFIELD                 ,MN,55940     ,41-0190865
2009,0000010958,3,          ,                              ,                         ,  ,11,0000533866,0,UNITED PRAIRIE BANK           ,10 FIRESTONE DRIVE SUITE 300            ,MANKATO                  ,MN,56001     ,41-0250740
2009,0000010971,3,          ,                              ,                         ,  ,11,0000103024,0,PRIME SECURITY BANK           ,1595 THOMAS CENTER DRIVE                ,EAGAN                    ,MN,55122     ,41-0346243
2009,0000010973,3,          ,                              ,                         ,  ,11,0000714662,0,ALLIANCE BANK                 ,105 EAST LYON AVENUE                    ,LAKE CITY                ,MN,55041-1013,41-0249740
2009,0000010980,3,          ,                              ,                         ,  ,11,0000053021,0,EITZEN STATE BANK             ,115 N HYW 44/76                         ,CALEDONIA                ,MN,55921     ,41-0234295
2009,0000010987,3,          ,                              ,                         ,  ,11,0000098462,0,CAMBRIDGE STATE BANK          ,127 S MAIN ST                           ,CAMBRIDGE                ,MN,55008     ,41-0174850
2009,0000010989,3,          ,                              ,                         ,  ,11,0000120079,0,ANNANDALE STATE BANK          ,40 CHESTNUT STREET WEST                 ,ANNANDALE                ,MN,55302-0310,41-0128010
2009,0000010993,3,          ,                              ,                         ,  ,11,0000041678,0,BONANZA VALLEY STATE BANK     ,147 CENTRAL AVE S PO BOX 400            ,BROOTEN                  ,MN,56316     ,41-0055670
2009,0000011003,3,          ,                              ,                         ,  ,11,0000068483,0,FARMERS STATE BANK  S/B       ,PO BOX 98                               ,SCHELL CITY              ,MO,64783     ,44-0243060
2009,0000011063,3,          ,                              ,                         ,  ,05,0013862840,0,FIRST-CITIZENS BANK & TRUST CO,16 E ROWAN STREET                       ,RALEIGH                  ,NC,27609     ,56-0223230
2009,0000011085,3,          ,                              ,                         ,  ,09,0000103333,0,THE MILTON BANKING COMPANY (1),123 S. OHIO AVE.                        ,WELLSTON                 ,OH,45692     ,31-4255280
2009,0000011112,3,          ,                              ,                         ,  ,02,0000500205,0,SOMERSET TRUST COMPANY        ,151 W MAIN STREET                       ,SOMERSET                 ,PA,15501     ,25-0807970
2009,0000011116,3,          ,                              ,                         ,  ,02,0000337236,0,CLEARFIELD BANK & TRUST CO.   ,11 N 2ND STREET                         ,CLEARFIELD               ,PA,16830     ,27-0044595
2009,0000011124,3,          ,                              ,                         ,  ,02,0004410695,0,S&T BANK                      ,355 N. 5TH ST                           ,INDIANA                  ,PA,15701     ,25-0776600
2009,0000011133,3,          ,                              ,                         ,  ,11,0000043018,0,FARMERS STATE BANK OF CANTON  ,220 EAST 5TH ST. P.O. BOX 178           ,CANTON                   ,SD,57013     ,46-0133710
2009,0000011140,3,          ,                              ,                         ,  ,13,0000039114,0,FIRST STATE BANK HALLSVILLE   ,PO BOX 600                              ,HALLSVILLE               ,TX,75650     ,75-0270460
2009,0000011141,3,          ,                              ,                         ,  ,13,0000050260,0,HULL STATE BANK               ,100 WALNUT STREET  P.O. BOX 326         ,HULL                     ,TX,77564     ,74-0699010
2009,0000011151,3,          ,                              ,                         ,  ,13,0000993054,0,FIRST STATE BANK CENTRAL TEXAS,P.O. BOX 6136                           ,TEMPLE                   ,TX,76503-6136,74-0625380
2009,0000011159,3,          ,                              ,                         ,  ,13,0000311878,0,TEXAS CHAMPION BANK           ,P.O. BOX 270550                         ,CORPUS CHRISTI           ,TX,78427     ,74-0881940
2009,0000011207,3,          ,                              ,                         ,  ,14,0000139457,0,BANK OF FAIRFIELD             ,PO BOX 267                              ,FAIRFIELD                ,WA,99012     ,91-0136410
2009,0000011225,3,          ,                              ,                         ,  ,09,0000075228,0,FIRST COMMUNITY BANK          ,202 MERCHANT ROW  P.O. BOX 218          ,MILTON                   ,WI,53563-0218,39-0272550
2009,0000011232,3,          ,                              ,                         ,  ,09,0000059353,0,BANK OF MILTON                ,323 PARKVIEW DR.  PO BOX 217            ,MILTON                   ,WI,53563-0217,39-0147920
2009,0000011236,3,          ,                              ,                         ,  ,09,0000492397,0,HORICON BANK                  ,326 E. LAKE STREET                      ,HORICON                  ,WI,53032     ,39-0356800
2009,0000011244,3,          ,                              ,                         ,  ,13,0000098827,0,SOUTHERN BANCORP              ,PO BOX 48                               ,TRUMANN                  ,AR,72472     ,71-0010160
2009,0000011256,3,          ,                              ,                         ,  ,13,0000121509,0,PINNACLE BANK                 ,4201 W NEW HOPE SUITE 101               ,ROGERS                   ,AR,72758     ,34-1992646
2009,0000011286,3,          ,                              ,                         ,  ,05,0000461881,0,FARMERS & MERCHANTS BANK      ,PO BOX 340                              ,MONTICELLO               ,FL,32345     ,59-0238640
2009,0000011299,3,          ,                              ,                         ,  ,09,0000238431,0,FARMERS STATE BANK OF ALTO PAS,555 S. COMMERCIAL                       ,HARRISBURG               ,IL,62946     ,37-0269850
2009,0000011301,3,          ,                              ,                         ,  ,09,0000771583,0,MERCANTILE BANK               ,200 NORTH 33RD ST                       ,QUINCY                   ,IL,62305     ,37-0413490
2009,0000011306,3,          ,                              ,                         ,  ,09,0000209947,0,STATE BANK OF ILLINOIS        ,600 E WASHINGTON                        ,WEST CHICAGO             ,IL,60185     ,36-1947800
2009,0000011307,3,          ,                              ,                         ,  ,09,0000227737,0,FARMERS STATE BANK            ,108 E ADAMS                             ,PITTSFIELD               ,IL,62363     ,37-0270120
2009,0000011329,3,          ,                              ,                         ,  ,09,0000041862,0,JOY STATE BANK                ,P.O. BOX 217                            ,JOY                      ,IL,61260-0217,36-1297405
2009,0000011355,3,          ,                              ,                         ,  ,09,0000075063,0,BEDFORD LOAN & DEPOSIT BANK   ,P.O. BOX 276                            ,BEDFORD                  ,KY,40006     ,61-0130310
2009,0000011406,3,          ,                              ,                         ,  ,09,0000366453,0,THE STATE BANK                ,P O BOX  725                            ,FENTON                   ,MI,48430     ,38-1067370
2009,0000011407,3,          ,                              ,                         ,  ,09,0000239600,0,HASTINGS CITY BANK            ,150 W COURT ST                          ,HASTINGS                 ,MI,49058     ,38-0633620
2009,0000011409,3,          ,                              ,                         ,  ,11,0000077814,0,STATE BANK OF HAWLEY          ,416 6TH STREET                          ,HAWLEY                   ,MN,56549     ,41-0557030
2009,0000011411,3,          ,                              ,                         ,  ,11,0000041984,0,RUSHFORD STATE BANK           ,219 S MILL STREET PO BOX 648            ,RUSHFORD                 ,MN,55971     ,41-0514180
2009,0000011415,3,          ,                              ,                         ,  ,11,0000070796,0,STATE BANK OF KIMBALL         ,PO BOX 70                               ,KIMBALL                  ,MN,55353     ,41-0557060
2009,0000011423,3,          ,                              ,                         ,  ,13,0000178050,0,SYCAMORE BANK                 ,301 EAST MAIN STREET                    ,SENATOBIA                ,MS,38668     ,64-0236520
2009,0000011431,3,          ,                              ,                         ,  ,13,0000208927,0,BANK OF YAZOO CITY            ,P. O. BOX 600                           ,YAZOO CITY               ,MS,39194     ,64-0117340
2009,0000011432,3,          ,                              ,                         ,  ,13,0000061423,0,CITIZENS BANK                 ,8077 HWY 178 WEST                       ,BYHALIA                  ,MS,38611     ,64-0134493
2009,0000011438,3,          ,                              ,                         ,  ,13,0002252543,0,COMMUNITY BANK NORTH MS       ,P. O. BOX 270                           ,AMORY                    ,MS,38821     ,64-0236290
2009,0000011444,3,          ,                              ,                         ,  ,13,0000636702,0,COMMUNITY BANK  ELLISVILLE    ,P. O. BOX 265                           ,LAUREL                   ,MS,39441     ,64-0203080
2009,0000011446,3,          ,                              ,                         ,  ,13,0000076803,0,MERCHANTS & FARMERS BANK      ,PO BOX 700                              ,HOLLY SPRINGS            ,MS,38635     ,64-0202950
2009,0000011448,3,          ,                              ,                         ,  ,13,0000222298,0,CENTURY BANK                  ,P O BOX 647                             ,LUCEDALE                 ,MS,39452     ,64-0116990
2009,0000011457,3,          ,                              ,                         ,  ,11,0000102311,0,LAWSON BANK                   ,PO BOX 67  401 N. PENNSYLVANIA          ,LAWSON                   ,MO,64062     ,44-0322940
2009,0000011459,3,          ,                              ,                         ,  ,11,0000138822,0,MID AMERICA BANK              ,1511 FRIENDSHIP ROAD                    ,JEFFERSON CITY           ,MO,65101     ,43-0691607
2009,0000011462,3,          ,                              ,                         ,  ,11,0000083565,0,INDEPENDENT FARMERS BANK      ,PO BOX 128                              ,MAYSVILLE                ,MO,64469-0128,44-0241245
2009,0000011465,3,          ,                              ,                         ,  ,11,0000042896,0,TRI-COUNTY TRUST COMPANY      ,P. O. BOX 217                           ,GLASGOW                  ,MO,65254     ,43-0556090
2009,0000011466,3,          ,                              ,                         ,  ,11,0000048129,0,BANK OF MANSFIELD             ,P.O. BOX 138  110 E. COMMERCIAL ST.     ,MANSFIELD                ,MO,65704     ,44-0162160
2009,0000011507,3,          ,                              ,                         ,  ,05,0001389955,0,FIDELITY BANK                 ,100 S MAIN ST                           ,FUQUAY-VARINA            ,NC,27526     ,56-0132040
2009,0000011519,3,          ,                              ,                         ,  ,11,0000110793,0,SECURITY FIRST BANK OF ND     ,PO BOX 1150  614 W MAIN STREET          ,MANDAN                   ,ND,58554     ,45-0192710
2009,0000011539,3,          ,                              ,                         ,  ,05,0000363569,0,ENTERPRISE BANK OF SC         ,287 MAIN STREET PO BOX 389              ,BARNWELL                 ,SC,29812     ,57-0159980
2009,0000011552,3,          ,                              ,                         ,  ,13,0000068347,0,SECURITY STATE BANK           ,PO BOX 429                              ,ANAHUAC                  ,TX,77514     ,74-0890990
2009,0000011557,3,          ,                              ,                         ,  ,13,0000164581,0,FIRST STATE BANK OF BURNET    ,P.O. BOX 10                             ,BURNET                   ,TX,78611     ,74-0625630
2009,0000011569,3,          ,                              ,                         ,  ,13,0000482080,0,ALLIANCE BANK                 ,PO BOX 500                              ,SULPHUR SPRINGS          ,TX,75483     ,75-0591480
2009,0000011578,3,          ,                              ,                         ,  ,05,0001699507,0,BURKE & HERBERT BANK & TRUST  ,100 S. FAIRFAX ST                       ,ALEXANDRIA               ,VA,22314     ,54-0155785
2009,0000011580,3,          ,                              ,                         ,  ,05,0000483661,0,THE BANK OF SOUTHSIDE VIRGINIA,P. O. BOX 40                            ,CARSON                   ,VA,23830-0040,54-0133000
2009,0000011582,3,          ,                              ,                         ,  ,05,0000166186,0,LEE BANK & TRUST COMPANY      ,600 WEST MORGAN AVE.                    ,PENNINGTON GAP           ,VA,24277     ,54-0279494
2009,0000011601,3,          ,                              ,                         ,  ,09,0000135650,0,LAONA STATE BANK              ,5308 BEECH ST.                          ,LAONA                    ,WI,54541-0128,39-0420510
2009,0000011603,3,          ,                              ,                         ,  ,09,0000086037,0,BANK OF POYNETTE              ,P. O. BOX 67  105 S MAIN ST             ,POYNETTE                 ,WI,53955     ,39-0148050
2009,0000011608,3,          ,                              ,                         ,  ,09,0000207055,0,BLC COMMUNITY BANK            ,206 E MAIN ST  PO BOX 28                ,LITTLE CHUTE             ,WI,54140     ,39-0147835
2009,0000011609,3,          ,                              ,                         ,  ,09,0000072046,0,BANK OF MONTICELLO            ,238 N MAIN STREET                       ,MONTICELLO               ,WI,53570     ,39-0147930
2009,0000011623,3,          ,                              ,                         ,  ,09,0000081734,0,GREENWOODS STATE BANK         ,117 N. MAIN ST.                         ,LAKE MILLS               ,WI,53551-9998,39-0320310
2009,0000011634,3,          ,                              ,                         ,  ,11,0000094432,0,FIRST STATE BANK              ,P.O. BOX 206                            ,SUMNER                   ,IA,50674     ,42-0553045
2009,0000011666,3,          ,                              ,                         ,  ,14,0000804318,0,D.L. EVANS BANK               ,397 N OVERLAND AVE                      ,BURLEY                   ,ID,83318     ,82-0117415
2009,0000011667,3,          ,                              ,                         ,  ,09,0000102542,0,VERMILION VALLEY BANK         ,4 E PEORIA AVE PO BOX 128               ,PIPER CITY               ,IL,60959-0128,37-0532910
2009,0000011670,3,          ,                              ,                         ,  ,09,0000361420,0,CENTRAL BANK ILLINOIS         ,101 N STATE STREET  P O BOX 89          ,GENESEO                  ,IL,61254     ,36-0886040
2009,0000011671,3,          ,                              ,                         ,  ,09,0000159601,0,STATE BANK OF HERSCHER        ,10 TOBEY DRIVE PO BOX 68                ,HERSCHER                 ,IL,60941     ,36-1818330
2009,0000011674,3,          ,                              ,                         ,  ,09,0000104773,0,WARREN BOYNTON STATE BANK     ,P.O. BOX 19                             ,NEW BERLIN               ,IL,62670     ,37-0572440
2009,0000011694,3,          ,                              ,                         ,  ,09,0000308214,0,AUSTIN BANK OF CHICAGO        ,5645 W LAKE STREET                      ,CHICAGO                  ,IL,60644     ,36-2003337
2009,0000011699,3,          ,                              ,                         ,  ,09,0000063465,0,GOODFIELD STATE BANK          ,201 S. EUREKA STREET                    ,GOODFIELD                ,IL,61742     ,37-0296600
2009,0000011705,3,          ,                              ,                         ,  ,09,0000089206,0,FREEDOM BANK                  ,3319 E. LINCOLNWAY STE 2                ,STERLING                 ,IL,61081     ,36-1818470
2009,0000011706,3,          ,1ST COMMUNITY BANK            ,SHERRARD                 ,IL,09,0000049906,0,1ST COMMUNITY BANK            ,1803 SE 3RD ST    PO BOX 147            ,ALEDO                    ,IL,61231     ,36-1060290
2009,0000011729,3,          ,                              ,                         ,  ,09,0000485634,0,CIBM BANK                     ,10068 W LOOMIS RD                       ,FRANKLIN                 ,WI,53132     ,37-0158730
2009,0000011734,3,          ,                              ,                         ,  ,09,0000116405,0,FLANAGAN STATE BANK           ,124 S. MAIN ST.  P.O. BOX 368           ,FLANAGAN                 ,IL,61740     ,37-0276830
2009,0000011739,3,          ,                              ,                         ,  ,09,0000286146,0,BANK ORION                    ,1114 4TH ST.                            ,ORION                    ,IL,61273     ,36-1818410
2009,0000011750,3,          ,                              ,                         ,  ,09,0000088751,0,BANK OF KAMPSVILLE            ,P.O. BOX 245                            ,KAMPSVILLE               ,IL,62053     ,37-0165470
2009,0000011759,3,          ,                              ,                         ,  ,11,0000078792,0,CITIZENS STATE BANK           ,114 W. MAIN ST                          ,WYOMING                  ,IA,52362     ,42-0182060
2009,0000011760,3,          ,                              ,                         ,  ,11,0000219498,0,TWO RIVERS BANK & TRUST       ,222 N MAIN ST                           ,BURLINGTON               ,IA,52601-5214,42-0162020
2009,0000011771,3,          ,                              ,                         ,  ,11,0000301781,0,CARROLL COUNTY STATE BANK     ,126 W 6TH ST.  PO BOX 67                ,CARROLL                  ,IA,51401     ,42-0170040
2009,0000011772,3,          ,                              ,                         ,  ,11,0000214877,0,CENTRAL BANK AND TRUST CO     ,700 E 30TH AVE                          ,HUTCHINSON               ,KS,67504-1366,48-0164420
2009,0000011788,3,          ,                              ,                         ,  ,13,0000089363,0,BANK OF SUNSET & TRUST CO     ,863 NAPOLEON AVE                        ,SUNSET                   ,LA,70584     ,72-0125080
2009,0000011807,3,          ,                              ,                         ,  ,09,0000428324,0,UNITED BANK OF MICHIGAN       ,900 EAST PARIS AVE SE                   ,GRAND RAPIDS             ,MI,49546     ,38-1151910
2009,0000011813,3,          ,                              ,                         ,  ,13,0013488870,0,BANCORPSOUTH BANK             ,P O BOX 789                             ,TUPELO                   ,MS,38802-0789,64-0117230
2009,0000011817,3,          ,                              ,                         ,  ,13,0000079528,0,RICHTON BANK & TRUST COMPANY  ,P O BOX 527                             ,RICHTON                  ,MS,39476     ,64-0230260
2009,0000011821,3,          ,                              ,                         ,  ,14,0000067254,0,LITTLE HORN STATE BANK        ,835 N CENTER AVENUE                     ,HARDIN                   ,MT,59034     ,81-0160150
2009,0000011868,3,          ,                              ,                         ,  ,02,0000575281,0,THE FIDELITY DEPOSIT & DISCOUN,DRINKER & BLAKELY ST                    ,DUNMORE                  ,PA,18512     ,24-0578040
2009,0000011881,3,          ,                              ,                         ,  ,13,0000115508,0,LIBERTY STATE BANK            ,311 E MAIN ST                           ,LIBERTY                  ,TN,37095     ,62-0271167
2009,0000011886,3,          ,                              ,                         ,  ,13,0000306779,0,UNION STATE BANK              ,P O BOX 600                             ,FLORENCE                 ,TX,76527-0600,74-0958200
2009,0000011895,3,          ,                              ,                         ,  ,13,0000176686,0,MERIDIAN BANK TEXAS           ,100 LEXINGTON STREET  STE 100           ,FORT WORTH               ,TX,76102     ,41-0883341
2009,0000011903,3,          ,SOUTHWESTERN BANCORP  INC.    ,ABILENE                  ,TX,13,0000081283,0,TEXAS HERITAGE BANK           ,P O BOX 699                             ,CROSS PLAINS             ,TX,76443     ,75-0187960
2009,0000011916,3,          ,                              ,                         ,  ,13,0000051015,0,BUCKHOLTS STATE BANK          ,P.O. BOX 278                            ,BUCKHOLTS                ,TX,76518     ,74-0532200
2009,0000011935,3,          ,                              ,                         ,  ,13,0000283727,0,FIRST TEXAS BANK              ,PO BOX 649                              ,GEORGETOWN               ,TX,78627-0649,74-0619680
2009,0000011942,3,          ,                              ,                         ,  ,13,0000079205,0,BANK OF TEXAS                 ,1005 CONGRESS AVENUE  SUITE 100         ,AUSTIN                   ,TX,78701     ,74-0947160
2009,0000011952,3,          ,                              ,                         ,  ,05,0000285552,0,THE POCA VALLEY BANK          ,PO BOX 56                               ,WALTON                   ,WV,25286     ,55-0727130
2009,0000011953,3,          ,                              ,                         ,  ,05,0000231800,0,GRANT COUNTY BANK             ,3 NORTH MAIN STREET                     ,PETERSBURG               ,WV,26847     ,55-0181210
2009,0000012010,3,          ,                              ,                         ,  ,02,0006535144,0,THE PROVIDENT BANK            ,MAIN POST OFFICE  PO BOX 2039           ,JERSEY CITY              ,NJ,07302-2039,22-1211130
2009,0000012013,3,          ,                              ,                         ,  ,02,0001053512,0,UNION COUNTY SAVINGS BANK     ,320 N BROAD STREET                      ,ELIZABETH                ,NJ,07208     ,22-1343420
2009,0000012017,3,          ,                              ,                         ,  ,02,0000445300,0,RSI BANK                      ,1500 IRVING STREET                      ,RAHWAY                   ,NJ,07065-9860,22-1218380
2009,0000012079,3,          ,                              ,                         ,  ,05,0000112390,0,CITIZENS COMMUNITY BANK       ,120 W MAIN ST                           ,HAHIRA                   ,GA,31632     ,58-0192880
2009,0000012082,3,          ,                              ,                         ,  ,09,0000546005,0,SOUTH SIDE TRUST & SAVINGS BAN,2119 S.W. ADAMS                         ,PEORIA                   ,IL,61602     ,37-0524830
2009,0000012107,3,          ,                              ,                         ,  ,09,0000046446,0,FARMERS STATE BANK            ,104 E. MAIN ST.                         ,ELMWOOD                  ,IL,61529-0620,37-0274120
2009,0000012113,3,          ,                              ,                         ,  ,09,0000304354,0,GERMANTOWN TRUST & SAVINGS BAN,205 GERMANTOWN ROAD                     ,BREESE                   ,IL,62230     ,37-0291490
2009,0000012135,3,          ,                              ,                         ,  ,11,0000081316,0,LYNDON STATE BANK             ,817 TOPEKA AVENUE                       ,LYNDON                   ,KS,66451     ,48-0316470
2009,0000012163,3,          ,                              ,                         ,  ,09,0000134808,0,FARMERS BANK OF MILTON        ,PO BOX 39                               ,MILTON                   ,KY,40045     ,61-0188957
2009,0000012165,3,          ,                              ,                         ,  ,09,0000125533,0,CITIZENS DEPOSIT BANK         ,POB 9  10 2ND STREET                    ,VANCEBURG                ,KY,41179-0009,61-1223567
2009,0000012166,3,          ,                              ,                         ,  ,09,0000105728,0,WEST POINT BANK               ,600 W LINCOLN TRAIL BLVD                ,RADCLIFF                 ,KY,40160     ,61-0378920
2009,0000012181,3,          ,                              ,                         ,  ,09,0001561561,0,MONROE BANK & TRUST           ,102 E FRONT ST                          ,MONROE                   ,MI,48161     ,38-0847680
2009,0000012203,3,          ,                              ,                         ,  ,13,0000436283,0,MERCHANTS & MARINE BANK       ,3118 PASCAGOULA STREET                  ,PASCAGOULA               ,MS,39567     ,64-6016232
2009,0000012204,3,          ,                              ,                         ,  ,13,0000765372,0,THE CITIZENS BANK             ,521 MAIN ST                             ,PHILADELPHIA             ,MS,39350     ,64-0134511
