Activity Year,Respondent Identification Number,Agency Code,Parent Identification Number,Parent Name,Parent City,Parent State,Region,Assets,Other Lender Code,Respondent Name,Respondent Address,Respondent City,Respondent State,Respondent Zip Code,Tax ID
2008,0000008510,3,          ,                              ,                         ,  ,11,0000071845,0,FARMERS TRUST AND SAVINGS BANK,1901 CHATBURN AVE BOX 724               ,HARLAN                   ,IA,51537     ,42-0247800
2008,0000008516,3,          ,                              ,                         ,  ,11,0000037408,0,SWISHER TRUST & SAVINGS BANK  ,59 ROSE AVE PO BOX 154                  ,SWISHER                  ,IA,52338-0154,42-0556820
2008,0000008526,3,          ,                              ,                         ,  ,13,0000182560,0,RICHLAND STATE BANK           ,724 LOUISA ST                           ,RAYVILLE                 ,LA,71269     ,72-0300200
2008,0000008534,3,          ,                              ,                         ,  ,13,0000216341,0,ST. LANDRY BANK & TRUST CO    ,132 E LANDRY ST                         ,OPELOUSAS                ,LA,70570     ,72-0307730
2008,0000008537,3,          ,                              ,                         ,  ,11,0000278341,0,BANKCHEROKEE                  ,607 SOUTH SMITH AVE                     ,ST PAUL                  ,MN,55107     ,41-0187190
2008,0000008542,3,          ,                              ,                         ,  ,11,0000071408,0,STATE BANK OF RICHMOND        ,22 CENTRAL AVE S  PO BOX 519            ,RICHMOND                 ,MN,56368     ,41-0557310
2008,0000008545,3,          ,                              ,                         ,  ,11,0000149635,0,UNITY BANK                    ,PO BOX 604                              ,RUSH CITY                ,MN,55069     ,41-0557350
2008,0000008546,3,          ,                              ,                         ,  ,11,0000104899,0,FIRST STATE BANK OF ST JOSEPH ,400 4TH AVE NE                          ,ST JOSEPH                ,MN,56374     ,41-0257190
2008,0000008560,3,          ,                              ,                         ,  ,11,0000058907,0,BANK 21                       ,ONE W WASHINGTON ST                     ,CARROLLTON               ,MO,64633-1257,44-0241170
2008,0000008564,3,          ,                              ,                         ,  ,11,0000087533,0,THE BANK OF GRAIN VALLEY      ,14801 EAST 40 HIGHWAY                   ,KANSAS CITY              ,MO,64136     ,44-0161930
2008,0000008572,3,          ,                              ,                         ,  ,11,0000063272,0,CITIZENS BANK OF ROGERSVILLE  ,PO BOX 50                               ,ROGERSVILLE              ,MO,65742     ,44-0200190
2008,0000008576,3,          ,                              ,                         ,  ,11,0000252691,0,THE MARIES COUNTY BANK        ,218 4TH STREET  P.O. BOX 203            ,VIENNA                   ,MO,65582-0203,43-0393170
2008,0000008583,3,          ,                              ,                         ,  ,11,0000123886,0,ALLEN BANK AND TRUST COMPANY  ,P O BOX 447  100 E PEARL STREET         ,HARRISONVILLE            ,MO,64701     ,44-0148270
2008,0000008660,3,          ,                              ,                         ,  ,13,0000540410,0,COMMERCIAL BANK & TRUST CO.   ,101 NORTH POPLAR                        ,PARIS                    ,TN,38242     ,62-0167630
2008,0000008663,3,0001132104,FIRST SOUTH BANKCORP          ,LEXINGTON                ,TN,13,0001926032,0,FIRSTBANK                     ,15365 HIGHWAY 22 NORTH                  ,LEXINGTON                ,TN,38351     ,62-0198265
2008,0000008693,3,          ,                              ,                         ,  ,09,0000081402,0,BANK OF GALESVILLE            ,16893 SOUTH MAIN                        ,GALESVILLE               ,WI,54630     ,39-0147720
2008,0000008698,3,          ,                              ,                         ,  ,09,0000354573,0,PORT WASHINGTON STATE BANK    ,206 N FRANKLIN ST                       ,PORT WASHINGTON          ,WI,53074     ,39-0545620
2008,0000008714,3,          ,                              ,                         ,  ,09,0000065157,0,UNITY BANK                    ,207 W. LINCOLN ST.                      ,AUGUSTA                  ,WI,54722     ,39-0532570
2008,0000008718,3,          ,                              ,                         ,  ,14,0000087178,0,WYOMING BANK & TRUST          ,5827 YELLOWSTONE ROAD                   ,CHEYENNE                 ,WY,82009     ,83-0117330
2008,0000008745,3,          ,                              ,                         ,  ,09,0000356976,0,FIRST STATE BANK OF MIDDLEBURY,111 S MAIN ST. /PO BOX 69               ,MIDDLEBURY               ,IN,46540     ,35-0310540
2008,0000008752,3,          ,                              ,                         ,  ,11,0000092188,0,FIRST TRUST AND SAVINGS BANK  ,123 S MAIN STREET                       ,WHEATLAND                ,IA,52777     ,42-0219180
2008,0000008756,3,          ,                              ,                         ,  ,11,0000042967,0,FARMERS & MERCHANTS STATE BANK,PO BOX 37                               ,NEOLA                    ,IA,51559-0037,42-0245505
2008,0000008762,3,          ,                              ,                         ,  ,09,0000057655,0,SACRAMENTO DEPOSIT BANK       ,335 MAIN STREET  PO BOX 228             ,SACRAMENTO               ,KY,42372     ,61-0328255
2008,0000008774,3,          ,                              ,                         ,  ,09,0000319417,0,THE CECILIAN BANK             ,104 E. MAIN STREET                      ,CECILIA                  ,KY,42724-9500,61-0153205
2008,0000008785,3,          ,                              ,                         ,  ,09,0000267080,0,PEOPLES EXCHANGE BANK         ,PO BOX 4040                             ,WINCHESTER               ,KY,40392-4040,61-0305975
2008,0000008798,3,          ,                              ,                         ,  ,13,0000228895,0,THE COTTONPORT BANK           ,P.O. BOX 1075                           ,COTTONPORT               ,LA,71327     ,72-0161140
2008,0000008800,3,          ,                              ,                         ,  ,13,0000242889,0,THE UNION BANK                ,305 NORTH MAIN STREET                   ,MARKSVILLE               ,LA,71351     ,72-0340040
2008,0000008801,3,          ,                              ,                         ,  ,13,0000435914,0,PEOPLES STATE BANK            ,P.O. BOX 1200                           ,MANY                     ,LA,71449     ,72-0285780
2008,0000008804,3,          ,                              ,                         ,  ,13,0000054474,0,BANK OF JENA                  ,P O BOX 1440                            ,JENA                     ,LA,71342     ,72-0124930
2008,0000008807,3,          ,                              ,                         ,  ,13,0000228717,0,IBERVILLE BANK                ,3960 CHRIS DRIVE                        ,PLAQUEMINE               ,LA,70764     ,72-0218570
2008,0000008810,3,          ,                              ,                         ,  ,02,0000338567,0,BANK OF DELMARVA              ,2245 NORTHWOOD DRIVE                    ,SALLISBURY               ,MD,21801     ,52-0238575
2008,0000008811,3,          ,                              ,                         ,  ,02,0000391286,0,HEBRON SAVINGS BANK           ,101 N. MAIN STREET  P.O. BOX 59         ,HEBRON                   ,MD,21830     ,52-0348540
2008,0000008816,3,          ,                              ,                         ,  ,02,0000369807,0,QUEENSTOWN BANK OF MARYLAND   ,7101 MAIN STREET  P.O. BOX 120          ,QUEENSTOWN               ,MD,21658     ,52-0453270
2008,0000008831,3,          ,                              ,                         ,  ,11,0000089067,0,FIRST STATE BANK SAUK CENTRE  ,423 S MAIN ST  PO BOX 266               ,SAUK CENTRE              ,MN,56378     ,41-0257200
2008,0000008867,3,          ,                              ,                         ,  ,11,0000079803,0,ULTIMA BANK MINNESOTA         ,603 HILLIGOSS BLVD                      ,FOSSTON                  ,MN,56542     ,41-0250590
2008,0000008870,3,          ,                              ,                         ,  ,13,0000584882,0,BANKFIRST FINANCIAL SERVICES  ,110 SOUTH JEFFERSON                     ,MACON                    ,MS,39341     ,64-0202970
2008,0000008871,3,          ,                              ,                         ,  ,13,0000075927,0,OMNIBANK                      ,236 E CAPITOL ST                        ,JACKSON                  ,MS,39201     ,64-0117020
2008,0000008878,3,          ,                              ,                         ,  ,13,0000968906,0,STATE BANK AND TRUST COMPANY  ,147 S. RAILROAD AVENUE                  ,BROOKHAVEN               ,MS,39601     ,64-0258020
2008,0000008879,3,          ,                              ,                         ,  ,13,0000667151,0,COMMUNITY BANK OF MISSISSIPPI ,323 EAST THIRD STREET                   ,FOREST                   ,MS,39074     ,64-0154830
2008,0000008886,3,          ,                              ,                         ,  ,11,0000213026,0,BANK OF LEES SUMMIT           ,210 SW MAIN                             ,LEES SUMMIT              ,MO,64063     ,44-0162090
2008,0000008892,3,          ,                              ,                         ,  ,11,0000282357,0,BANK OF SULLIVAN              ,318 W MAIN                              ,SULLIVAN                 ,MO,63080     ,43-0170310
2008,0000008896,3,          ,                              ,                         ,  ,11,0000054527,0,JONESBURG STATE BANK (1)      ,110 FIRST STREET                        ,JONESBURG                ,MO,63351     ,43-0346470
2008,0000008898,3,          ,                              ,                         ,  ,11,0000349582,0,ST JOHNS BANK & TRUST CO      ,8924 ST CHARLES ROCK ROAD               ,ST LOUIS                 ,MO,63114-4238,43-0492940
2008,0000008904,3,          ,                              ,                         ,  ,11,0000621847,0,NODAWAY VALLEY BANK           ,304 N MAIN                              ,MARYVILLE                ,MO,64468     ,43-1302908
2008,0000008939,3,          ,                              ,                         ,  ,05,0000265280,0,THE HERITAGE BANK             ,PO BOX 100                              ,LUCAMA                   ,NC,27851     ,56-0304770
2008,0000008941,3,          ,                              ,                         ,  ,11,0000425915,0,BANK FORWARD                  ,390 WHEAT STREET  PO BOX 100            ,HANNAFORD                ,ND,58448     ,45-0192700
2008,0000008975,3,          ,                              ,                         ,  ,13,0000061795,0,COMMUNITY BANK                ,P.O. BOX 1020                           ,BRISTOW                  ,OK,74010     ,73-0193350
2008,0000008997,3,          ,                              ,                         ,  ,05,0001247583,0,THE PALMETTO BANK             ,301 HILLCREST DRIVE                     ,LAURENS                  ,SC,29360-0000,57-0221130
2008,0000009014,3,          ,                              ,                         ,  ,13,0000042492,0,FIRST STATE BANK              ,115 E. HENDERSON                        ,OVERTON                  ,TX,75684     ,75-0270560
2008,0000009023,3,          ,                              ,                         ,  ,05,0000297707,0,BANK OF CHARLES TOWN          ,111 EAST WASHINGTON STREET              ,CHARLES TOWN             ,WV,25414     ,55-0118850
2008,0000009024,3,          ,                              ,                         ,  ,05,0000093697,0,CALHOUN COUNTY BANK  INC      ,PO BOX 430                              ,GRANTSVILLE              ,WV,26147     ,55-0681479
2008,0000009036,3,          ,                              ,                         ,  ,09,0000109226,0,SECURITY STATE BANK           ,7865 US HWY 2                           ,IRON RIVER               ,WI,54847     ,39-0281120
2008,0000009037,3,          ,                              ,                         ,  ,09,0000223670,0,MOUND CITY BANK               ,25 EAST PINE STREET                     ,PLATTEVILLE              ,WI,53818-3233,39-0487540
2008,0000009047,3,          ,                              ,                         ,  ,11,0000220143,0,CITIZENS STATE BANK           ,PO BOX 517                              ,MONTICELLO               ,IA,52310     ,42-0181990
2008,0000009055,3,          ,                              ,                         ,  ,05,0000321219,0,CB&T OF EAST ALABAMA          ,PO BOX 2400                             ,PHENIX CITY              ,AL,36868     ,63-1077645
2008,0000009057,3,          ,                              ,                         ,  ,05,0000089368,0,BANK OF MOUNDVILLE            ,P O BOX 158                             ,MOUNDVILLE               ,AL,35474     ,63-0015350
2008,0000009064,3,          ,                              ,                         ,  ,05,0000411824,0,PLANTERSFIRST                 ,1620 16TH AVE                           ,CORDELE                  ,GA,31015     ,58-0206260
2008,0000009070,3,          ,                              ,                         ,  ,05,0000037903,0,FIRST BANK OF PIKE            ,50 SPRING ROAD                          ,MOLENA                   ,GA,30258     ,58-0153020
2008,0000009079,3,          ,                              ,                         ,  ,09,0000155996,0,THE HARVARD STATE BANK        ,35 N. AYER STREET  P.O. BOX 40          ,HARVARD                  ,IL,60033-0040,36-1197840
2008,0000009080,3,          ,                              ,                         ,  ,09,0000118427,0,HOLCOMB STATE BANK            ,108 W MAIN                              ,HOLCOMB                  ,IL,61043     ,36-1226570
2008,0000009096,3,          ,                              ,                         ,  ,11,0000039326,0,ATKINS SAVINGS BANK & TRUST   ,97 MAIN AVE                             ,ATKINS                   ,IA,52206     ,42-0463060
2008,0000009104,3,          ,                              ,                         ,  ,11,0000040061,0,AMERICAN SAVINGS BANK         ,312 SOUTH MAIN STREET                   ,TRIPOLI                  ,IA,50676-0909,42-0113660
2008,0000009108,3,          ,                              ,                         ,  ,09,0000259780,0,FIRSTBANK-ALMA                ,311 WOODWORTH AVE                       ,ALMA                     ,MI,48801     ,38-2633911
2008,0000009123,3,          ,                              ,                         ,  ,11,0000361439,0,WESTERN STATE BANK            ,110 4TH ST SE  PO BOX 610               ,DEVILS LAKE              ,ND,58301-0610,45-0106740
2008,0000009133,3,          ,                              ,                         ,  ,09,0000047933,0,THE BARTLETT FARMERS BANK     ,P.O. BOX 57                             ,BARLOW                   ,OH,45712     ,31-4123400
2008,0000009155,3,          ,                              ,                         ,  ,05,0000230526,0,COUNTYBANK                    ,P. O. BOX 3129  609 PHOENIX STREET      ,GREENWOOD                ,SC,29648     ,57-0147610
2008,0000009170,3,          ,                              ,                         ,  ,13,0000400637,0,FIRST SOUTH BANK              ,809 W. MARKET ST.    P.O. BOX 309       ,BOLIVAR                  ,TN,38008     ,62-0225855
2008,0000009174,3,          ,                              ,                         ,  ,13,0000191650,0,SOMERVILLE BANK & TRUST CO    ,PO BOX 879                              ,SOMERVILLE               ,TN,38068     ,62-0362710
2008,0000009189,3,          ,                              ,                         ,  ,13,0000073216,0,BRIGHTON BANK                 ,7763 HWY 51 S                           ,BRIGHTON                 ,TN,38011     ,62-0138830
2008,0000009204,3,          ,                              ,                         ,  ,14,0000598051,0,CENTRAL BANK                  ,95 NORTH UNIVERSITY AVE                 ,PROVO                    ,UT,84601-4429,87-0271990
2008,0000009208,3,          ,                              ,                         ,  ,14,0000215425,0,LEWISTON STATE BANK           ,P O BOX 32                              ,LEWISTON                 ,UT,84320     ,87-0148590
2008,0000009244,3,          ,                              ,                         ,  ,05,0000130555,0,GLENNVILLE BANK               ,102 E BARNARD ST.                       ,GLENNVILLE               ,GA,30427-0278,58-0261000
2008,0000009245,3,          ,                              ,                         ,  ,05,0000175548,0,THE BANK OF LAFAYETTE         ,P O BOX 1149                            ,LAFAYETTE                ,GA,30728     ,58-0152920
2008,0000009246,3,          ,                              ,                         ,  ,05,0000612626,0,NORTHWEST GEORGIA BANK        ,P.O. BOX 789                            ,RINGGOLD                 ,GA,30736-0000,58-1547308
2008,0000009257,3,          ,                              ,                         ,  ,09,0000038779,0,FARMERS & TRADERS STATE BANK  ,203 W. COMANCHE                         ,SHABBONA                 ,IL,60550     ,36-1060380
2008,0000009259,3,          ,                              ,                         ,  ,09,0000110140,0,FARMERS STATE BANK OF HOFFMAN ,100 W 4TH STREET   P.O. BOX 380         ,HOFFMAN                  ,IL,62250     ,37-0270010
2008,0000009260,3,          ,                              ,                         ,  ,09,0000510026,0,OXFORD BANK AND TRUST         ,1111 W 22ND STREET  STE 800             ,OAK BROOK                ,IL,60523-1936,36-0706170
2008,0000009299,3,          ,AMES NATIONAL CORP.           ,AMES                     ,IA,11,0000072762,0,RANDALL-STORY STATE BANK      ,606 BROAD STREET                        ,STORY CITY               ,IA,50248     ,42-0482700
2008,0000009300,3,          ,                              ,                         ,  ,11,0000040324,0,READLYN SAVINGS BANK          ,141 MAIN ST  PO BOX 40                  ,READLYN                  ,IA,50668     ,42-0484590
2008,0000009309,3,          ,                              ,                         ,  ,09,0000195794,0,UNITED SOUTHERN BANK          ,P O BOX 951                             ,HOPKINSVILLE             ,KY,42241-0951,61-0309650
2008,0000009311,3,          ,                              ,                         ,  ,09,0000096233,0,GRANT COUNTY DEPOSIT BANK     ,106 NORTH MAIN ST                       ,WILLIAMSTOWN             ,KY,41097     ,61-1059531
2008,0000009314,3,          ,                              ,                         ,  ,09,0001446452,0,PBI BANK  INC                 ,340 S BUCKMAN ST                        ,SHEPHERDSVILLE           ,KY,40165     ,75-3010758
2008,0000009320,3,          ,                              ,                         ,  ,13,0000105470,0,MARION STATE BANK             ,P O BOX 7   345 MAIN ST.                ,MARION                   ,LA,71260     ,72-0252110
2008,0000009322,3,          ,                              ,                         ,  ,13,0000242612,0,CROSS KEYS BANK               ,P O BOX 7                               ,ST JOSEPH                ,LA,71366-0007,72-0125055
2008,0000009327,3,          ,                              ,                         ,  ,13,0000217787,0,FARMERS-MERCHANTS BANK & TRUST,100 SO. MAIN ST.                        ,BREAUX BRIDGE            ,LA,70517     ,72-0182460
2008,0000009332,3,          ,                              ,                         ,  ,11,0000056501,0,BANK OF MAPLE PLAIN           ,4980 HWY 12 PO BOX 279                  ,MAPLE PLAIN              ,MN,55359     ,41-0557170
2008,0000009337,3,          ,                              ,                         ,  ,11,0000062230,0,CITIZENS STATE BANK OF WAVERLY,609 PACIFIC AVENUE                      ,WAVERLY                  ,MN,55390     ,41-0190960
2008,0000009361,3,          ,                              ,                         ,  ,13,0001650228,0,MERCHANTS & FARMERS BANK      ,P.O. BOX 520                            ,KOSCIUSKO                ,MS,39090     ,64-0202960
2008,0000009366,3,          ,                              ,                         ,  ,13,0000172733,0,PEOPLES BANK                  ,160 MAUDE AVE                           ,MENDENHALL               ,MS,39114     ,64-0220470
2008,0000009378,3,          ,                              ,                         ,  ,11,0000112289,0,F & C BANK                    ,1006 EAGLE CREST DRIVE                  ,HOLDEN                   ,MO,64040     ,44-0241410
2008,0000009384,3,          ,                              ,                         ,  ,11,0000038282,0,NAPOLEON BANK                 ,PO BOX 304                              ,NAPOLEON                 ,MO,64074     ,44-0366760
2008,0000009387,3,          ,                              ,                         ,  ,11,0000310633,0,MISSOURI BANK & TRUST         ,1044 MAIN STREET                        ,KANSAS CITY              ,MO,64105     ,44-0355910
2008,0000009388,3,          ,                              ,                         ,  ,11,0000107169,0,THE CORNER STONE BANK         ,P.O. BOX 78                             ,SOUTHWEST CITY           ,MO,64863     ,44-0211875
2008,0000009423,3,          ,                              ,                         ,  ,11,0000446971,0,CHOICE FINANCIAL GROUP        ,210 8TH AVENUE                          ,LANGDON                  ,ND,58249     ,45-0117790
2008,0000009439,3,          ,                              ,                         ,  ,09,0000039650,0,THE PEOPLES SAVINGS BANK      ,710 SECOND STREET                       ,NEW MATAMORAS            ,OH,45767     ,31-4278530
2008,0000009454,3,          ,                              ,                         ,  ,09,0000310030,0,FIRST BREMEN BANK             ,119 MAIN STREET                         ,BREMEN                   ,OH,43107     ,31-4179770
2008,0000009462,3,          ,                              ,                         ,  ,09,0000075740,0,FARMERS & MERCHANTS BANK      ,41 S. FIRST ST.                         ,MIAMISBURG               ,OH,45342     ,31-1038216
2008,0000009463,3,          ,                              ,                         ,  ,09,0000450856,0,THE CITIZENS SAVINGS BANK     ,201 S 4TH ST                            ,MARTINS FERRY            ,OH,43935     ,34-0144400
2008,0000009486,3,          ,                              ,                         ,  ,14,0000158090,0,CLACKAMAS COUNTY BANK         ,38975 PROCTOR BLVD.                     ,SANDY                    ,OR,97055     ,93-0140734
2008,0000009499,3,          ,                              ,                         ,  ,13,0000131989,0,THE CITIZENS BANK OF EAST TENN,210 EAST MAIN STREET                    ,ROGERSVILLE              ,TN,37857     ,62-0159230
2008,0000009517,3,          ,                              ,                         ,  ,09,0000066367,0,CLEVELAND STATE BANK          ,1250 WEST WASHINGTON AVE                ,CLEVELAND                ,WI,53015     ,39-0214170
2008,0000009529,3,          ,                              ,                         ,  ,09,0000131872,0,STATE BANK OF NEWBURG         ,300 CONGRESS DRIVE                      ,NEWBURG                  ,WI,53060-0020,39-0634390
2008,0000009533,3,          ,                              ,                         ,  ,09,0000051012,0,STATE BANK OF GILMAN          ,280 E. MAIN                             ,GILMAN                   ,WI,54433     ,39-0634190
2008,0000009536,3,          ,                              ,                         ,  ,09,0000251839,0,COMMUNITY STATE BANK          ,1500 MAIN ST.                           ,UNION GROVE              ,WI,53182-1718,39-0634530
2008,0000009538,3,          ,                              ,                         ,  ,09,0000366548,0,THE LAPORTE SAVINGS BANK      ,710 INDIANA AVE                         ,LAPORTE                  ,IN,46350     ,35-0461190
2008,0000009609,3,          ,                              ,                         ,  ,05,0025937048,0,COLONIAL BANK                 ,P. O BOX 1108                           ,MONTGOMERY               ,AL,36101-1108,63-0015320
2008,0000009619,3,          ,                              ,                         ,  ,05,0000348881,0,COASTAL COMMUNITY BANK        ,12141 PANAMA CITY BEACH PKWY            ,PANAMA CITY BEACH        ,FL,32407     ,59-0145250
2008,0000009620,3,          ,                              ,                         ,  ,05,0000260149,0,FIRST BANK                    ,300 E SUGARLAND HWY  PO BOX 1237        ,CLEWISTON                ,FL,33440-1237,59-0242465
2008,0000009631,3,          ,                              ,                         ,  ,09,0000069110,0,ATHENS STATE BANK             ,200 NORTH WEST ST.                      ,ATHENS                   ,IL,62613     ,37-0160000
2008,0000009647,3,          ,                              ,                         ,  ,09,0000299641,0,CITIZENS BANK                 ,33 N. INDIANA ST                        ,MOORESVILLE              ,IN,46158     ,35-0227210
2008,0000009658,3,          ,                              ,                         ,  ,11,0000042687,0,CITIZENS STATE BANK           ,306 N MAIN                              ,CHENEY                   ,KS,67025     ,48-0169030
2008,0000009659,3,          ,                              ,                         ,  ,11,0000048809,0,STATE BANK OF DOWNS           ,900 N. MORGAN AVE.                      ,DOWNS                    ,KS,67437     ,48-0435810
2008,0000009665,3,          ,                              ,                         ,  ,11,0000463912,0,KAW VALLEY BANK               ,1110 N KANSAS AVENUE                    ,TOPEKA                   ,KS,66608     ,48-0292680
2008,0000009668,3,          ,                              ,                         ,  ,09,0000059145,0,DIXON BANK                    ,PO BOX 67                               ,DIXON                    ,KY,42409     ,61-0177390
2008,0000009678,3,          ,                              ,                         ,  ,09,0000367714,0,EDMONTON STATE BANK           ,118 SOUTH MAIN STREET                   ,EDMONTON                 ,KY,42129     ,61-0182805
2008,0000009686,3,          ,                              ,                         ,  ,09,0000072032,0,FARMERS DEPOSIT BANK          ,5230 S MAIN STREET                      ,EMINENCE                 ,KY,40019     ,06-1101890
2008,0000009700,3,          ,                              ,                         ,  ,02,0000123876,0,THE PEOPLES BANK OF ELKTON    ,PO BOX 220                              ,ELKTON                   ,MD,21922-0220,52-0442340
2008,0000009712,3,          ,                              ,                         ,  ,02,0002769039,0,ROCKLAND TRUST COMPANY        ,288 UNION STREET                        ,ROCKLAND                 ,MA,02370     ,04-1782600
2008,0000009719,3,          ,                              ,                         ,  ,09,0000462633,0,OXFORD BANK                   ,60 S. WASHINGTON                        ,OXFORD                   ,MI,48371     ,38-0901520
2008,0000009728,3,          ,                              ,                         ,  ,11,0000045684,0,FIRST SECURITY BANK           ,316 BYRON AVE N                         ,BYRON                    ,MN,55920     ,41-0556750
2008,0000009737,3,          ,                              ,                         ,  ,11,0000261775,0,MIDWEST BANK                  ,PO BOX 737                              ,BARNESVILLE              ,MN,56514     ,41-0250840
2008,0000009744,3,          ,                              ,                         ,  ,11,0000094688,0,HORIZON BANK                  ,600 HILLSIDE AVENUE SW                  ,PINE CITY                ,MN,55063-0049,41-0350530
2008,0000009751,3,          ,                              ,                         ,  ,11,0000382858,0,21ST CENTURY BANK             ,9380 CENTRAL AVENUE                     ,BLAINE                   ,MN,55434     ,41-0250430
2008,0000009769,3,          ,                              ,                         ,  ,11,0000055021,0,FIRST STATE BANK OF ROSEMOUNT ,3025 WEST 145TH STREET BOX 479          ,ROSEMOUNT                ,MN,55068     ,41-0257560
2008,0000009777,3,          ,                              ,                         ,  ,13,0000108138,0,CITIZENS BANK & TRUST CO.     ,P O BOX 388/239 E MAIN                  ,MARKS                    ,MS,38646     ,64-0134514
2008,0000009788,3,          ,                              ,                         ,  ,11,0000157735,0,BANK OF BLOOMSDALE            ,P.O. BOX 100  55 MILL HILL ROAD         ,BLOOMSDALE               ,MO,63627     ,43-1069770
2008,0000009791,3,          ,                              ,                         ,  ,11,0000100800,0,COMMERCIAL TRUST COMPANY      ,119 N. MAIN STREET                      ,FAYETTE                  ,MO,65248     ,43-0224210
2008,0000009794,3,          ,                              ,                         ,  ,11,0000129121,0,KEARNEY TRUST COMPANY         ,P.O. BOX 137                            ,KEARNEY                  ,MO,64060-0137,44-0310650
2008,0000009803,3,          ,                              ,                         ,  ,11,0000241732,0,BANK OF ODESSA                ,301 W HWY 40                            ,ODESSA                   ,MO,64076     ,44-0162250
2008,0000009806,3,          ,                              ,                         ,  ,11,0000052446,0,SECURITY BANK                 ,606 E. WALNUT`                          ,RICH HILL                ,MO,64779     ,44-0426510
2008,0000009811,3,          ,                              ,                         ,  ,11,0000097483,0,COMMERCIAL BANK OF OAK GROVE  ,1114 SOUTH BROADWAY                     ,OAK GROVE                ,MO,64075     ,44-0206840
2008,0000009846,3,          ,                              ,                         ,  ,05,0127698351,0,BRANCH BANKING AND TRUST CO   ,2713 FOREST HILLS ROAD                  ,WILSON                   ,NC,27893-4432,56-1074313
2008,0000009879,3,          ,                              ,                         ,  ,13,0000051036,0,FIRST STATE BANK              ,PO BOX 599                              ,NOBLE                    ,OK,73068     ,73-0242220
2008,0000009882,3,          ,                              ,                         ,  ,13,0000087798,0,PEOPLES BANK                  ,445 S LEWIS                             ,TULSA                    ,OK,74104     ,73-0397650
2008,0000009888,3,          ,                              ,                         ,  ,02,0000433981,0,THE DIME BANK                 ,820 CHURCH STREET                       ,HONESDALE                ,PA,18431     ,24-0614380
2008,0000009889,3,          ,                              ,                         ,  ,02,0000509733,0,MID PENN BANK                 ,349 UNION STREET                        ,MILLERSBURG              ,PA,17061     ,23-0880270
2008,0000009923,3,          ,                              ,                         ,  ,05,0000379427,0,ANDERSON BROTHERS BANK        ,PO BOX 310                              ,MULLINS                  ,SC,29574     ,57-0115230
2008,0000009935,3,          ,                              ,                         ,  ,11,0000067509,0,FARMERS STATE BANK            ,PO BOX 7                                ,MARION                   ,SD,57043-0007,46-0133795
2008,0000009947,3,          ,                              ,                         ,  ,11,0000053584,0,VALLEY EXCHANGE BANK          ,PO BOX 19  214 S MAIN ST                ,LENNOX                   ,SD,57039-2204,46-0131510
2008,0000009963,3,          ,                              ,                         ,  ,13,0000624327,0,F&M BANK                      ,50 FRANKLIN STREET                      ,CLARKSVILLE              ,TN,37040     ,62-0198065
2008,0000009967,3,          ,                              ,                         ,  ,13,0000136130,0,AMERICAN STATE BANK           ,P O DRAWER 100                          ,ARP                      ,TX,75750-0100,75-0118190
2008,0000009968,3,          ,                              ,                         ,  ,13,0000146298,0,FIRST STATE BANK              ,P O BOX 277                             ,FRANKSTON                ,TX,75763     ,75-0270400
2008,0000009970,3,          ,                              ,                         ,  ,13,0000063285,0,NIXON STATE BANK              ,PO BOX 188                              ,NIXON                    ,TX,78140     ,74-0809040
2008,0000009997,3,          ,                              ,                         ,  ,05,0000249049,0,JEFFERSON SECURITY BANK       ,7994 MARTINSBUR PIKE                    ,SHEPHERDSTOWN            ,WV,25443     ,55-0203500
2008,0000010015,3,          ,                              ,                         ,  ,09,0000079672,0,SECURITY BANK                 ,P.O.  BOX 278                           ,NEW AUBURN               ,WI,54757     ,39-0147940
2008,0000010073,3,          ,                              ,                         ,  ,05,0000459686,0,FIRST ST BK & TST OF VALDOSTA ,PO BOX 4810                             ,VALDOSTA                 ,GA,31604-4810,58-0319100
2008,0000010080,3,          ,                              ,                         ,  ,09,0000061610,0,REYNOLDS STATE BANK           ,P.O. BOX 28  227 W. MAIN ST.            ,REYNOLDS                 ,IL,61279-0028,36-1681770
2008,0000010111,3,          ,                              ,                         ,  ,11,0000102789,0,TRI-COUNTY BANK & TRUST       ,332 1ST AVE W                           ,CASCADE                  ,IA,52033     ,42-0126270
2008,0000010121,3,          ,                              ,                         ,  ,11,0000109012,0,LIBERTY TRUST & SAVINGS BANK  ,502 8TH AVENUE  PO BOX 1118             ,DURANT                   ,IA,52747-1118,42-0379440
2008,0000010122,3,          ,                              ,                         ,  ,11,0000064126,0,FARMERS SAVINGS BANK & TRUST  ,401 B AVENUE                            ,VINTON                   ,IA,52349     ,42-0246980
2008,0000010123,3,          ,                              ,                         ,  ,11,0000055192,0,FIRST TRUST AND SAVINGS BANK  ,1831 2ND STREET                         ,CORALVILLE               ,IA,52241     ,42-0253800
2008,0000010125,3,          ,                              ,                         ,  ,11,0000092935,0,CITIZENS SAVINGS BANK         ,215 E MAIN ST  PO BOX 137               ,ANAMOSA                  ,IA,52205-0137,42-0181880
2008,0000010132,3,          ,                              ,                         ,  ,11,0000089452,0,EXCHANGE STATE BANK           ,823 WHEELER STREET SUITE 32             ,AMES                     ,IA,50010     ,42-0239000
2008,0000010146,3,          ,                              ,                         ,  ,09,0000596931,0,COMMONWEALTH BANK & TRUST COMP,4912 U S HWY 42                         ,LOUISVILLE               ,KY,40222     ,61-0337590
